description,label,
"Πάσχα στη Χίο από Τάσο Δούση και GREFIS❤️5 ημέρες ΟΛΑ πληρωμένα. Αεροπορικά, (ημιδιατροφή) διαμονή στο καλύτερο ξενοδοχείο - Erytha Hotel Resort 4* Superior. Μόνο  575 ευρώ για early booking  (20 πρώτοι) και 625 ευρώ το άτομο για όλους τους άλλους! 

❤️tag τους φίλους σας που ψάχνουν τέτοια πακέτα προσφορών 
❤️like στο post

❤️Μαζί με το GREFIS φτιάξαμε ένα ασυναγώνιστο πακέτο για πασχαλινές διακοπές στη Χίο. Αν θέλετε να κάνετε κράτηση πρέπει να στείλετε e-mail στο info@dousiscom.gr ή να καλέσετε στο 2106858190 και να δώσετε τα στοιχεία σας και τον αριθμό ατόμων που θέλετε να ταξιδέψετε για τη Χίο το Πάσχα. Στη συνέχεια θα επικοινωνήσει ένας εκπρόσωπος του Grefis για να κάνετε την κράτηση και να δώσετε την προκαταβολή.
 
❤️Αναλυτικά τι περιλαμβάνει το πακέτο της οργανωμένης εκδρομής για τη Χίο το Πάσχα. 
🙏  Αναχώρηση Απρίλιος:17 & 18
🙏Αεροπορικά Sky express
🙏 • Ημιδιατροφή καθημερινά & πλούσιο παραδοσιακό εορταστικό γεύμα την Κυριακή του Πάσχα!
* Διαμονή 4 νύχτες στο ομορφότερο ξενοδοχείο της Χίου (Erytha HotelResort 4*sup.) με δωμάτιο seaview! Ανάλογα με τη διαθεσιμότητα 
* Ολοήμερη εκδρομή στα Μαστιχοχώρια!
* Ανάσταση στο Βροντάδο, με τα φλεγόμενα τόξα μεταξύ των δύο ενοριών να στολίζουν τον νυχτερινό ουρανό
* Έμπειρος αρχηγός - συνοδός του γραφείου μας. 
❤️Αποσκευή έως 20 κιλά.
❤️Χειραποσκευή έως 8 κιλά.
❤️Ασφάλεια αστικής/επαγγελματικής ευθύνης.
* ❤️Φ.Π.Α.
* ΔΩΡΟ: Η ημερήσια κρουαζιέρα στις Οινούσσες 

🙏Δεν Περιλαμβάνονται
❤️Ό,τι ρητά αναφέρεται ως προαιρετικό ή προτεινόμενο. 
❤️Φόροι αεροδρομίου και δημοτικοί φόροι ξενοδοχείου (95€/ανά ταξιδιώτη).
❤️Είσοδοι σε μουσεία, αρχαιολογικούς χώρους, θεάματα και γενικά όπου απαιτείται.
ΠΡΟΣΟΧΗ 
❤️Την απόλυτη ευθύνη του ταξιδιού σε νομικό και αστικό πλαίσιο έχει το πρακτορείο GREFIS! Ο Τάσος Δούσης και οι συνεργάτες του έχουν την ευθύνη μόνο της επικοινωνίας του πακέτου. #eikonesbytasosdousis",0,
"Μπαλί + Σιγκαπούρη, κλείσε + φύγαμε ✈️ link in bio

#bali #singapore #travelbali #travelsingapore #redelephant #travelagency",0,
"Τι έχουμε εδώ; Πάσχα στο εξωτερικό, στο εξωτικό Ντουμπάι 🌺 link in bio

#dubai #dubailife #traveldubai #redelephant #travelagency",1,
"🫶🏼 I have a small theory: Greece is like a miniature of the world (in terms of diversity in everything) and the Peloponnese is like a miniature of Greece. 

It’s like the whole country is condensed, it’s zipped into a smaller land called the Peloponnese. 

The Πελοπόννησος is such a treasure. Here are some of the things you’ll find in that incredibly blessed peninsula: mountains, thick forests, big cities, small cities, towns and villages, different languages (e.g. the “Tsakoniki”), countless beaches, Sandy beaches, pebbled beaches, big islands, small islands, monasteries, castles, a plethora of different influences, wildlife, oak forests, fir forests, ski resorts, big luxury hotels, small family-run hotels, camping sites, sand dunes, rivers, lakes, gorges, archaeological sites, museums, mythology. And the list goes on. And on. What else can you think of? 

#Peloponnese#Greece",1,
"A dreamy balcony, for a dreamy location…! 💭🚣‍♂️

@flossys_wonderland 

#greecestagram #greecestagramit #greece #travel #sifnos #heronissos",0,
"This is the impressive island of 📍Amorgos (Αμοργός) - @cyclades_islands 💙
Crystal-clear waters, great food and many hiking trails to explore!! 
°
⚪Tag your Travel Friends!!🔵
°
📸 by: @turigaltravels .

#Amorgos #Cyclades #Greece #VisitGreece #grèce #grecia #hellas #vacation #travelpics #paradise #🇬🇷 #heaven #sea #island #greekisland #islandlife #summer #traditional #traveling #holiday #travel #slowliving #hiking #ellada #nature #islandlife #Αμοργος #Κυκλάδες #Ελλάδα #cyclades_islands",0,
"When your dream is now your reality! ☀️🇬🇷

@levoyageofficiel 

#greecestagram #greecestagramit #greece #travel #greek #island #hydra",0,
"Η αγάπη για τα ταξίδια, τις χώρες και τις εξερευνήσεις πρέπει να καλλιεργούνται από νωρίς! Για αυτό κάναμε αυτό το βιβλίο! 

👫ΠΟΥ ΕΙΣΑΙ; 

💥Τώρα και σε παιδικό βιβλίο. 
Κυκλοφορεί από σήμερα στα βιβλιοπωλεία. 

🎶Που είσαι; Που είσαι; 
Έφαγα τον κόσμο όλο να σε βρω...! 

Εκδόσεις: @ekdoseistziampiris_pyramida
Εικόνες: @nikosyanopulos

#HappyTraveller #PouEisaiBook",1,
"🫠 Crete needs many episodes of this series. Do you agree? 

Places seen on the video: 
The city of Chania
The city of Heraklion
Pefki, Lassithi
Vai Palm Tree forest
Sarakina Gorge
Gavdos island
Glyka Nera beach
Aradena Gorge
Ayia Roumeli
Museum of Musical Instruments, Krousonas
Makry-Gialos, Lassithi
Matala beach
Balos Lagoon 
Tsoutsouros 

I don’t know about you, I dreamed about Crete (again) while making this video 🫣 
#Crete#Greece",1,
"Νέα Υόρκη❤️Τάιμς Σκουέρ η πλατεία που μετατρέπει την νύχτα σε μέρα 

❤️tag εκείνους που θα θέλατε να έχετε μαζί σας σε ένα ταξίδι στην Νέα Υόρκη 
❤️like στο reel 

❤️Χριστούγεννα στην Νέα Υόρκη και ερχόμαστε με 3 επεισόδια για @eikonesbytasosdousis γιορτινά και υπέροχα! 22/12 μην χάσετε το πρώτο μας επεισόδιο για την Νέα Υόρκη με Ταιμς Σκουέρ,Plaza,Central Park,5η Λεωφόρο και άλλα πολλά 

❤️Στήν Νέα Υόρκη οργανώσαμε το ταξίδι μας με @manessistravelgr και είχαμε την τύχη να μένουμε σε ένα ξενοδοχείο καταπληκτικό πάνω στην Τάιμς Σκουέρ το Marriott Marquis! Έμπνευση του @andreasmanessis 🙏✌🏼
❤️Αν θέλετε και εσείς να ζήσετε μια τέτοια εμπειρία έχετε χρόνο ακόμα και τώρα να κλείσετε μια θέση με το @manessistravelgr για Νέα Υόρκη Χριστούγεννα.
❤️https://www.manessistravel.gr/paketa-diakopon/xristoygenna-protoxronia-fota-sti-nea-yorki ,μπείτε σε αυτό το λινκ και αναζητήστε τις ελάχιστες θέσεις που έχουν μείνει ή αλλιώς διαλέξτε από τα άλλα γιορτινά πακέτα του γραφείου 

❤️Πετάξαμε με @turkishairlines 
❤️Τα ρούχα μου είναι @bentailor.gr στο ταξίδι της Νέας Υόρκης 
❤️team work @worldvibesbyeleanna @eva.fouska @tasosdousis 

#newyork #eikonesbytasosdousis #manessistravel #travelgram #travelblogger #tasosdousis",0,
"Syros island 🇬🇷,Cyclades 
•
•
•
#syros #photo_thinkers  #agameoftones #bestnatureshot #roundphot0 #naturelovers #cyclades #super_greece #ig_greekshots #colors_of_greece #allbeauty_addiction #heavenly_shotz #exquisite_greece #transfer_visions #perfect_greece #houstreetart #greecelover_gr #hdr_edits #tv_greece #life_greece  #nature_greece #naturelovers_gr #greecetravelgr1_ #travel_greece_world #alltags_gr #athensvoice #vsco #instalifo #expression_greece",0,
"Το Μπαλί δεν κουράζεται χρόνια τώρα να κατακτά την καρδιά κάθε ταξιδιώτη 🐘 

#bali #balitravel #redelephant #travelagency",1,
"📍Mandrakia, Milos. One of those places that makes you stop and just take it all in.

No noise, no crowds! Just colors, calm and that salty breeze that clears your mind.

Mandrakia feels like hitting pause on real life… and I’m here for every second of it. Because life is better when we make space for what we love 💙

Add this to your summer moodboard.

©️ @travelgreece @moretrends 

#greece #milos #mandrakia #travelgreece #greekislands #visitgreece #discovergreece #cyclades #greekbeaches",0,
"Το spirit animal μας; Λάμα από το Περού 🦙 link in bio 

#peru #perutravel #redelephant #redelephantz #redelephant #travelagency",0,
"“Kalokairi” 🩵🇬🇷 
Repost @emzandnick 

#στιγμες #στιγμεσμας",1,
"Καλά Χριστούγεννα με υγεία και αγάπη σε όλους!
🎄🎅 Larissa Santa City💫
•
•
📸: @victor_manolito 
.
.
#larissa #thessaly_greece #greece #greecelover_gr #wu_greece #travel_greece #ig_greece #greecestagram #greecetravelgr1_ #kings_greece #santaclaus #christmastree #streetphotography #igers_greece #divine_worldplaces #greece🇬🇷#thessaly #exquisite_greece #greece_is_awesome #team_greece #eros_greece #greece_nature #divine_worldplaces #greece_united #divine_in_greece #athensvoice #tv_greece #loves_greece_ #bestplacestogo #citylights",0,
"📍Springtime in Corfu 📍
•
•
•
#greece🇬🇷 #visitgreece #corfu #exploregreece #lovegreece #travelreel #travelgram #athensvoice #perfect_greece #wu_greece #ionianislands #ioniansea #greekislands🇬🇷 #postcardsfromtheworld #beautifuldestinations #incredible_europe #voyages #vacation #corfuisland",0,
"🏘️Τα Κανάλια είναι ένα ορεινό χωριό, δυτικά της πόλης της Καρδίτσας, σε κοντινή απόσταση από τη λίμνη Πλαστήρα.Είναι κτισμένο στους βορειοδυτικούς πρόποδες των Αγράφων και σε υψόμετρο 329 μέτρων (πλατεία) και 424 μέτρων στον Προφήτη Ηλία, μόλις 14 χιλιόμετρα από την πόλη της Καρδίτσας. 
🏡Είναι κτισμένο αμφιθεατρικά , έχοντας απλωμένο μπροστά του όλο τον Θεσσαλικό κάμπο,δικαίως από τον ποιητή μας να ονομάζεται « το μπαλκόνι της Θεσσαλίας». Όταν η ατμόσφαιρα είναι καθαρή βλέπει κανείς την χιονισμένη κορφή του Ολύμπου ,από τον Στρατώνα τα Τρίκαλα και τα Μετέωρα.
👥Διοικητικά ανήκει στον Δήμο Ιθώμης μαζί με τα δημοτικά διαμερίσματα Φαναρίου - Λοξάδας - Αγίου Ακακίου - Χάρμα - Καππά - Πύργο Ιθώμης - Ελληνόπυργο. Το χωριό απλώνεται σε τρείς ραχοκοκαλιές  οι οποίες ενώνονται στο ύψος περίπου του κεντρικού δρόμου και από εκεί και πάνω συνεχίζει να επεκτείνεται μέχρι τον Αιλιά. Τα περισσότερα σπίτια του είναι με πέτρα Ηπειρώτικη αρχιτεκτονική.

📸: @victor_manolito",1,
